userName,accountId,password,language,primaryRole,secondaryRole,firstName,lastName,phoneNumber,mobileNumber,faxPhoneNumber,primaryEmail,secondaryEmail,streetAddress1,streetAddress2,city,stateProvince,zipPostalCode,countryCode,company,physicalDeliveryOfficeName,department,jobTitle,isBusinessContact,isTechnicalContact,isAccountBC,isAccountTC,faxCountryCode,faxAreaCode,displayName,adUserName
PG_local_u24,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø24,NorÅåÆæØø_LN24,NA,,033-2347918,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,72 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN24,
PG_local_u25,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø25,NorÅåÆæØø_LN25,NA,,033-2347919,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,73 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN25,
PG_local_u26,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø26,NorÅåÆæØø_LN26,NA,,033-2347920,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,74 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN26,
PG_local_u27,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø27,NorÅåÆæØø_LN27,NA,,033-2347921,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,75 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN27,
PG_local_u28,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø28,NorÅåÆæØø_LN28,NA,,033-2347922,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,76 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN28,
PG_local_u29,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø29,NorÅåÆæØø_LN29,NA,,033-2347923,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,77 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN29,
PG_local_u30,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø30,NorÅåÆæØø_LN30,NA,,033-2347924,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,78 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN30,
PG_local_u31,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø31,NorÅåÆæØø_LN31,NA,,033-2347925,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,79 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN31,
PG_local_u32,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø32,NorÅåÆæØø_LN32,NA,,033-2347926,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,80 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN32,
PG_local_u33,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø33,NorÅåÆæØø_LN33,NA,,033-2347927,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,81 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN33,
PG_local_u34,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø34,NorÅåÆæØø_LN34,NA,,033-2347928,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,82 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN34,
PG_local_u35,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø35,NorÅåÆæØø_LN35,NA,,033-2347929,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,83 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN35,
PG_local_u36,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø36,NorÅåÆæØø_LN36,NA,,033-2347930,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,84 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN36,
PG_local_u37,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø37,NorÅåÆæØø_LN37,NA,,033-2347931,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,85 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN37,
PG_local_u38,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø38,NorÅåÆæØø_LN38,NA,,033-2347932,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,86 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN38,
PG_local_u39,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø39,NorÅåÆæØø_LN39,NA,,033-2347933,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,87 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN39,
PG_local_u40,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø40,NorÅåÆæØø_LN40,NA,,033-2347934,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,88 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN40,
PG_local_u41,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø41,NorÅåÆæØø_LN41,NA,,033-2347935,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,89 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN41,
PG_local_u42,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø42,NorÅåÆæØø_LN42,NA,,033-2347936,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,90 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN42,
PG_local_u43,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø43,NorÅåÆæØø_LN43,NA,,033-2347937,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,91 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN43,
PG_local_u44,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø44,NorÅåÆæØø_LN44,NA,,033-2347938,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,92 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN44,
PG_local_u45,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø45,NorÅåÆæØø_LN45,NA,,033-2347939,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,93 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN45,
PG_local_u46,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø46,NorÅåÆæØø_LN46,NA,,033-2347940,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,94 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN46,
PG_local_u47,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø47,NorÅåÆæØø_LN47,NA,,033-2347941,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,95 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN47,
PG_local_u48,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø48,NorÅåÆæØø_LN48,NA,,033-2347942,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,96 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN48,
PG_local_u49,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø49,NorÅåÆæØø_LN49,NA,,033-2347943,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,97 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN49,
PG_local_u50,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø50,NorÅåÆæØø_LN50,NA,,033-2347944,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,98 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN50,
PG_local_u51,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø51,NorÅåÆæØø_LN51,NA,,033-2347945,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,99 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN51,
PG_local_u52,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø52,NorÅåÆæØø_LN52,NA,,033-2347946,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,100 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN52,
PG_local_u53,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø53,NorÅåÆæØø_LN53,NA,,033-2347947,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,101 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN53,
PG_local_u54,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø54,NorÅåÆæØø_LN54,NA,,033-2347948,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,102 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN54,
PG_local_u55,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø55,NorÅåÆæØø_LN55,NA,,033-2347949,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,103 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN55,
PG_local_u56,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø56,NorÅåÆæØø_LN56,NA,,033-2347950,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,104 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN56,
PG_local_u57,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø57,NorÅåÆæØø_LN57,NA,,033-2347951,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,105 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN57,
PG_local_u58,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø58,NorÅåÆæØø_LN58,NA,,033-2347952,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,106 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN58,
PG_local_u59,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø59,NorÅåÆæØø_LN59,NA,,033-2347953,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,107 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN59,
PG_local_u60,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø60,NorÅåÆæØø_LN60,NA,,033-2347954,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,108 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN60,
PG_local_u61,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø61,NorÅåÆæØø_LN61,NA,,033-2347955,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,109 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN61,
PG_local_u62,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø62,NorÅåÆæØø_LN62,NA,,033-2347956,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,110 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN62,
PG_local_u63,10960,Independent12#,en_US,Organization Super Admin,Organization Super Admin,NorÅåÆæØø63,NorÅåÆæØø_LN63,NA,,033-2347957,ex13mig1@gmail.com,pintu.org.4loops@gmail.com,111 San Martin,"79A,sovabazar street",Buenos Aires,US-ZONE,713427,USA,Adidas Corporation,23 Killarney Avenue,Sales,Salesman,FALSE,FALSE,FALSE,FALSE,91,33,NorÅåÆæØø1-DN63,
